Question#,Question Text,Answer,Score,Interpretation,Resource Title,Resource Link,Resource Description
Q4,"After a long meeting, how do you catch up on the key points and action items?",Ask a colleague to write up meeting notes instead of using an AI tool,1,Low adoption: relies on others rather than AI capabilities,Mastering Microsoft Copilot: A Beginner’s Guide to AI-Powered Productivity,https://www.turnertimemanagement.com/steves-blog/mastering-microsoft-copilot-a-beginners-guide-to-ai-powered-productivity/,Identifies how Copilot in Teams provides meeting recaps and action items
Q5,How often do you leverage AI tools to brainstorm ideas or generate creative suggestions?,Never,0,Does not use AI for ideation or creative assistance,Researching with Copilot – Student Academic Success,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,"Describes using Copilot for brainstorming and research, including verifying sources and evaluating the appropriateness of AI-generated suggestions"
Q5,How often do you leverage AI tools to brainstorm ideas or generate creative suggestions?,Rarely,1,Minimal use of AI for idea generation,Researching with Copilot – Student Academic Success,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,"Describes using Copilot for brainstorming and research, including verifying sources and evaluating the appropriateness of AI-generated suggestions"
Q5,How often do you leverage AI tools to brainstorm ideas or generate creative suggestions?,Sometimes,2,Occasional use of AI as a brainstorming tool,Researching with Copilot – Student Academic Success,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,"Describes using Copilot for brainstorming and research, including verifying sources and evaluating the appropriateness of AI-generated suggestions"
Q5,How often do you leverage AI tools to brainstorm ideas or generate creative suggestions?,Often,4,Regularly uses AI for creative ideation and idea generation,Researching with Copilot – Student Academic Success,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,"Describes using Copilot for brainstorming and research, including verifying sources and evaluating the appropriateness of AI-generated suggestions"
Q6,"What does the term ""LLM"" stand for in the context of AI?",Large Language Model,4,Correct definition: AI trained on huge text datasets to understand and generate language,Generative AI and Large Language Models,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Explains that Copilot is a large language model based AI that generates responses by predicting text based on patterns in its training data
Q6,"What does the term ""LLM"" stand for in the context of AI?",Long-Lasting Memory,0,Incorrect: This is not the definition of LLM,Generative AI and Large Language Models,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Explains that Copilot is a large language model based AI that generates responses by predicting text based on patterns in its training data
Q6,"What does the term ""LLM"" stand for in the context of AI?",Logical Learning Machine,0,Incorrect: This term does not refer to LLM,Generative AI and Large Language Models,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Explains that Copilot is a large language model based AI that generates responses by predicting text based on patterns in its training data
Q6,"What does the term ""LLM"" stand for in the context of AI?",Limited Learning Module,0,Incorrect: This is not the correct expansion of LLM,Generative AI and Large Language Models,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Explains that Copilot is a large language model based AI that generates responses by predicting text based on patterns in its training data
Q7,How do generative AI tools (like Copilot or ChatGPT) produce answers to your prompts?,"They predict words based on patterns learned from large datasets, not by recalling exact facts",4,Correct: details how generative AI relies on probability and training data patterns to generate language,How AI Generates Responses,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,"Describes how AI models like Copilot use patterns from training data to generate text, rather than retrieving exact real-time facts"
Q7,How do generative AI tools (like Copilot or ChatGPT) produce answers to your prompts?,They do a real-time internet search and return verbatim information,0,Incorrect: AI assistants do not typically rely solely on live web search for every prompt,How AI Generates Responses,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,"Describes how AI models like Copilot use patterns from training data to generate text, rather than retrieving exact real-time facts"
Q7,How do generative AI tools (like Copilot or ChatGPT) produce answers to your prompts?,They pull answers from a static database of Q&A,0,Incorrect: LLMs do not function as simple lookup systems,How AI Generates Responses,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,"Describes how AI models like Copilot use patterns from training data to generate text, rather than retrieving exact real-time facts"
Q7,How do generative AI tools (like Copilot or ChatGPT) produce answers to your prompts?,A human operator writes the responses live,0,Incorrect: no human is manually crafting each response,How AI Generates Responses,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,"Describes how AI models like Copilot use patterns from training data to generate text, rather than retrieving exact real-time facts"
Q8,"In an enterprise setting, what information does an AI assistant use to answer your work-related questions?",AI uses your organization’s permitted data and AI training knowledge,4,"Correct: AI uses your accessible emails, documents, chats, etc., along with its training data",How Copilot Uses Organizational Data,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-privacy,Describes how Copilot accesses content and context through Microsoft Graph and combines it with LLM capabilities to generate relevant responses
Q8,"In an enterprise setting, what information does an AI assistant use to answer your work-related questions?",AI only uses generic knowledge from its training and ignores internal data,0,Incorrect: AI also uses your organization’s data to provide contextual answers,How Copilot Uses Organizational Data,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-privacy,Describes how Copilot accesses content and context through Microsoft Graph and combines it with LLM capabilities to generate relevant responses
Q8,"In an enterprise setting, what information does an AI assistant use to answer your work-related questions?","AI can access all company data, even if you don’t have permissions",0,Incorrect: AI respects user permissions and cannot reveal data you can’t access,Permissions and Data Access,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-privacy,Explains that Copilot surfaces only content you have permission to access and does not bypass access controls
Q8,"In an enterprise setting, what information does an AI assistant use to answer your work-related questions?",AI searches only the public internet for answers and does not use any workplace content,0,Incorrect: AI combines its knowledge with accessible internal documents for context,How Copilot Uses Organizational Data,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-privacy,Describes how Copilot accesses content and context through Microsoft Graph and combines it with LLM capabilities to generate relevant responses
Q9,Why might AI-generated answers sometimes be incorrect or biased?,AI models can reflect biases or errors present in their training data,4,"Correct: LLMs learn from data, which can contain biases and inaccuracies",AI Hallucinations and Training Data,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Explains how gaps in training data and ambiguous prompts can cause AI hallucinations or inaccurate outputs
Q9,Why might AI-generated answers sometimes be incorrect or biased?,AI systems randomize answers deliberately to surprise users,0,Incorrect: AI does not deliberately produce wrong answers,AI Hallucinations and Training Data,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Explains how gaps in training data and ambiguous prompts can cause AI hallucinations or inaccurate outputs
Q9,Why might AI-generated answers sometimes be incorrect or biased?,AI is only for entertainment and cannot handle real information,0,Incorrect: AI is widely used for professional applications,AI Hallucinations and Training Data,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Explains how gaps in training data and ambiguous prompts can cause AI hallucinations or inaccurate outputs
Q9,Why might AI-generated answers sometimes be incorrect or biased?,"If the AI is confident, it means it’s always correct",0,Incorrect: AI confidence does not guarantee correctness,AI Hallucinations and Training Data,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Explains how gaps in training data and ambiguous prompts can cause AI hallucinations or inaccurate outputs
Q10,How well do you understand how AI tools like generative models work?,Very Low,0,Little or no understanding of AI concepts,Introduction to Generative AI,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,Discusses how generative AI like Copilot can be used to assist with research and emphasizes understanding its features and limitations
Q10,How well do you understand how AI tools like generative models work?,Basic,2,Basic awareness of AI training and operation,Introduction to Generative AI,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,Discusses how generative AI like Copilot can be used to assist with research and emphasizes understanding its features and limitations
Q10,How well do you understand how AI tools like generative models work?,Good,3,Strong understanding of key AI concepts,Introduction to Generative AI,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,Discusses how generative AI like Copilot can be used to assist with research and emphasizes understanding its features and limitations
Q10,How well do you understand how AI tools like generative models work?,Advanced,4,Advanced knowledge of AI and generative models,Introduction to Generative AI,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,Discusses how generative AI like Copilot can be used to assist with research and emphasizes understanding its features and limitations
Q11,Which statement about AI tools and data access is true?,AI assistants respect your existing permissions,4,"Correct: AI (e.g., Copilot) only uses data you already have access to",Copilot Data Access and Permissions,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-privacy,Explains that Copilot only surfaces organizational data for which the user has at least view permissions
Q11,Which statement about AI tools and data access is true?,AI tools can bypass security and show any confidential data,0,Incorrect: Enterprise AI respects access controls and cannot expose unauthorized data,Copilot Data Access and Permissions,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-privacy,Explains that Copilot only surfaces organizational data for which the user has at least view permissions
Q11,Which statement about AI tools and data access is true?,Keeping your data secure requires giving the AI copies of each document,0,Incorrect: AI tools can access files through existing connections without duplication,Copilot Data Access and Permissions,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-privacy,Explains that Copilot only surfaces organizational data for which the user has at least view permissions
Q11,Which statement about AI tools and data access is true?,Using an AI at work makes all my documents visible to everyone,0,Incorrect: AI does not change file permissions,Copilot Data Access and Permissions,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-privacy,Explains that Copilot only surfaces organizational data for which the user has at least view permissions
Q12,Which of the following is a good practice when using AI with sensitive data?,Use company-approved AI tools and avoid inputting highly sensitive data unless permitted,4,High maturity: uses authorized platforms and respects data sensitivity,Best Practices for Securing AI Tools,https://www.softwareone.com/en/blog/articles/2025/07/01/manage-secure-microsoft-365-copilot,Advises reviewing security policies and using tools like Microsoft Purview to manage data access and retention
Q12,Which of the following is a good practice when using AI with sensitive data?,Paste confidential information into any AI chat because big providers will keep it safe,0,Incorrect: external AI services should not be used for sensitive work data,Best Practices for Securing AI Tools,https://www.softwareone.com/en/blog/articles/2025/07/01/manage-secure-microsoft-365-copilot,Advises reviewing security policies and using tools like Microsoft Purview to manage data access and retention
Q12,Which of the following is a good practice when using AI with sensitive data?,Remove identifying details and then use any available AI platform,1,Low maturity: anonymizing helps but using non-approved tools can still breach policy,Best Practices for Securing AI Tools,https://www.softwareone.com/en/blog/articles/2025/07/01/manage-secure-microsoft-365-copilot,Advises reviewing security policies and using tools like Microsoft Purview to manage data access and retention
Q12,Which of the following is a good practice when using AI with sensitive data?,All online AI tools are automatically secure and vetted for sensitive data,0,Incorrect: not all public AI services meet enterprise security standards,Best Practices for Securing AI Tools,https://www.softwareone.com/en/blog/articles/2025/07/01/manage-secure-microsoft-365-copilot,Advises reviewing security policies and using tools like Microsoft Purview to manage data access and retention
Q13,A colleague wants to paste a confidential client report into a free public AI chatbot to get a summary. What do you do?,Stop them and suggest using an approved AI tool or removing sensitive details first,4,High maturity: ensures data security and compliance,Best Practices for Securing AI Tools,https://www.softwareone.com/en/blog/articles/2025/07/01/manage-secure-microsoft-365-copilot,Highlights the importance of using approved tools and protecting sensitive data to avoid oversharing or compliance risks
Q13,A colleague wants to paste a confidential client report into a free public AI chatbot to get a summary. What do you do?,Allow them to anonymize the report and then use the external AI,2,Partial maturity: anonymization helps but still risky on unapproved platforms,Best Practices for Securing AI Tools,https://www.softwareone.com/en/blog/articles/2025/07/01/manage-secure-microsoft-365-copilot,Highlights the importance of using approved tools and protecting sensitive data to avoid oversharing or compliance risks
Q13,A colleague wants to paste a confidential client report into a free public AI chatbot to get a summary. What do you do?,Encourage them to do it – AI providers will keep the data secure,0,Low maturity: trusting external AI blindly can expose confidential data,Best Practices for Securing AI Tools,https://www.softwareone.com/en/blog/articles/2025/07/01/manage-secure-microsoft-365-copilot,Highlights the importance of using approved tools and protecting sensitive data to avoid oversharing or compliance risks
Q13,A colleague wants to paste a confidential client report into a free public AI chatbot to get a summary. What do you do?,Advise them to proceed since speed is more important than security,0,Incorrect: convenience should not override data security,Best Practices for Securing AI Tools,https://www.softwareone.com/en/blog/articles/2025/07/01/manage-secure-microsoft-365-copilot,Highlights the importance of using approved tools and protecting sensitive data to avoid oversharing or compliance risks
Q14,"When using AI tools at work, how often do you ensure you’re following security and privacy guidelines (e.g., checking you’re not sharing restricted data)?",Never,0,No attention to data protection or policies,Data and Privacy with AI Tools,https://www.turnertimemanagement.com/steves-blog/mastering-microsoft-copilot-a-beginners-guide-to-ai-powered-productivity/,Emphasizes staying secure while using AI and respecting privacy and compliance requirements
Q14,"When using AI tools at work, how often do you ensure you’re following security and privacy guidelines (e.g., checking you’re not sharing restricted data)?",Rarely,1,Infrequent awareness of policies—at risk of accidental breaches,Data and Privacy with AI Tools,https://www.turnertimemanagement.com/steves-blog/mastering-microsoft-copilot-a-beginners-guide-to-ai-powered-productivity/,Emphasizes staying secure while using AI and respecting privacy and compliance requirements
Q14,"When using AI tools at work, how often do you ensure you’re following security and privacy guidelines (e.g., checking you’re not sharing restricted data)?",Sometimes,2,Moderate awareness; follows policies in obvious cases but may overlook some,Data and Privacy with AI Tools,https://www.turnertimemanagement.com/steves-blog/mastering-microsoft-copilot-a-beginners-guide-to-ai-powered-productivity/,Emphasizes staying secure while using AI and respecting privacy and compliance requirements
Q14,"When using AI tools at work, how often do you ensure you’re following security and privacy guidelines (e.g., checking you’re not sharing restricted data)?",Always,4,High maturity: consistently checks policies and sensitive data before using AI,Data and Privacy with AI Tools,https://www.turnertimemanagement.com/steves-blog/mastering-microsoft-copilot-a-beginners-guide-to-ai-powered-productivity/,Emphasizes staying secure while using AI and respecting privacy and compliance requirements
Q15,"What happens to the data and prompts you enter into enterprise AI tools (e.g., Copilot or other business AI services)?",They’re kept within the organization’s secure environment and not used to train the public AI model,4,Correct: data is stored within enterprise services and not used to train the foundation model,Data Storage and AI Training,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-privacy,Explains that prompts and responses in Copilot are stored within Microsoft 365’s service boundary and not used to train the underlying models
Q15,"What happens to the data and prompts you enter into enterprise AI tools (e.g., Copilot or other business AI services)?",Everything you input is published publicly to train the AI,0,Incorrect: enterprise AI does not publish your prompts for training,Data Storage and AI Training,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-privacy,Explains that prompts and responses in Copilot are stored within Microsoft 365’s service boundary and not used to train the underlying models
Q15,"What happens to the data and prompts you enter into enterprise AI tools (e.g., Copilot or other business AI services)?",All your data is immediately deleted from the AI systems,1,"Partial: AI may store prompts and responses for functionality (e.g., activity history) but not for model training",Data Storage and AI Training,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-privacy,Describes how data from Copilot interactions is stored securely and is not used to train models
Q15,"What happens to the data and prompts you enter into enterprise AI tools (e.g., Copilot or other business AI services)?",Your prompts and responses are used to improve the base AI for all users,0,Incorrect: enterprise AI use does not contribute to general model training,Data Storage and AI Training,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-privacy,Explains that prompts and responses in Copilot are stored within Microsoft 365’s service boundary and not used to train the underlying models
Q16,"When AI tools provide citations or links with their answers, how often do you review those sources?",Never,0,No verification: may trust AI outputs without checking references,Researching with Copilot – Evaluating Outputs,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,Discusses the importance of evaluating AI outputs and cross-checking sources for accuracy and reliability
Q16,"When AI tools provide citations or links with their answers, how often do you review those sources?",Rarely,1,Sporadic checks: verifies only when something seems off,Researching with Copilot – Evaluating Outputs,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,Discusses the importance of evaluating AI outputs and cross-checking sources for accuracy and reliability
Q16,"When AI tools provide citations or links with their answers, how often do you review those sources?",Sometimes,2,Moderate verification: checks citations for important info,Researching with Copilot – Evaluating Outputs,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,Discusses the importance of evaluating AI outputs and cross-checking sources for accuracy and reliability
Q16,"When AI tools provide citations or links with their answers, how often do you review those sources?",Often,3,Consistent verification: usually reviews at least some sources,Researching with Copilot – Evaluating Outputs,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,Discusses the importance of evaluating AI outputs and cross-checking sources for accuracy and reliability
Q16,"When AI tools provide citations or links with their answers, how often do you review those sources?",Always,4,High maturity: always verifies sources thoroughly,Researching with Copilot – Evaluating Outputs,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,Discusses the importance of evaluating AI outputs and cross-checking sources for accuracy and reliability
Q17,"In the context of AI, what is an ""hallucination""?",A confident but incorrect answer generated by the AI,4,Correct: a hallucination is when the AI’s response is plausible but factually wrong,Understanding AI Hallucinations,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Defines what an AI hallucination is and explains why these incorrect yet confident statements can occur
Q17,"In the context of AI, what is an ""hallucination""?",A software crash or error due to processing overload,0,Incorrect: a crash is not considered an AI hallucination,Understanding AI Hallucinations,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Defines what an AI hallucination is and explains why these incorrect yet confident statements can occur
Q17,"In the context of AI, what is an ""hallucination""?",A scenario where the user imagines an AI answered when it didn’t,0,"Incorrect: hallucination concerns AI output, not user perception",Understanding AI Hallucinations,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Defines what an AI hallucination is and explains why these incorrect yet confident statements can occur
Q17,"In the context of AI, what is an ""hallucination""?",AI showing images that aren’t actually present,0,"Incorrect: hallucinations focus on generated textual content, not visual hallucinations",Understanding AI Hallucinations,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Defines what an AI hallucination is and explains why these incorrect yet confident statements can occur
Q18,An AI assistant provides a detailed answer with two citations. How do you ensure it is trustworthy?,Review the cited documents to confirm the details,4,High maturity: verifies source documents to ensure accuracy,Researching with Copilot – Evaluating Outputs,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,Highlights the importance of checking and evaluating external sources recommended by AI for accuracy and relevance
Q18,An AI assistant provides a detailed answer with two citations. How do you ensure it is trustworthy?,Assume the answer is correct because it includes citations,0,Incorrect: trusting citations blindly without checking them risks errors,Researching with Copilot – Evaluating Outputs,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,Highlights the importance of checking and evaluating external sources recommended by AI for accuracy and relevance
Q18,An AI assistant provides a detailed answer with two citations. How do you ensure it is trustworthy?,Forward the answer now; check the sources only if someone disputes it,1,Low maturity: deferred verification may lead to circulating incorrect info,Researching with Copilot – Evaluating Outputs,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,Highlights the importance of checking and evaluating external sources recommended by AI for accuracy and relevance
Q18,An AI assistant provides a detailed answer with two citations. How do you ensure it is trustworthy?,Ignore the citations and search the same question manually,2,"Partial: external search helps, but ignoring the AI’s sources misses important context",Researching with Copilot – Evaluating Outputs,https://www.monash.edu/student-academic-success/build-digital-capabilities/master-online-learning-systems/microsoft-copilot/researching-with-copilot,Highlights the importance of checking and evaluating external sources recommended by AI for accuracy and relevance
Q19,"If an AI gives a confident-sounding answer without citations and you’re unsure it’s correct, what should you do?",Double-check the information using other sources or ask the AI for evidence,4,High maturity: verify external sources or ask the AI to provide references,How to Handle AI Responses,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Suggests testing prompts and verifying information with external or multiple queries to ensure accuracy
Q19,"If an AI gives a confident-sounding answer without citations and you’re unsure it’s correct, what should you do?",Take the answer at face value,0,Incorrect: confidence does not guarantee correctness,How to Handle AI Responses,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Suggests testing prompts and verifying information with external or multiple queries to ensure accuracy
Q19,"If an AI gives a confident-sounding answer without citations and you’re unsure it’s correct, what should you do?",Ask a coworker to check the AI’s answer,1,Low maturity: delegation may still catch errors but better to verify yourself,How to Handle AI Responses,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Suggests testing prompts and verifying information with external or multiple queries to ensure accuracy
Q19,"If an AI gives a confident-sounding answer without citations and you’re unsure it’s correct, what should you do?",Disregard the answer completely,2,Moderate maturity: acknowledges risk but doesn’t attempt to verify,How to Handle AI Responses,https://shelf.io/blog/how-to-prevent-microsoft-copilot-hallucinations/,Suggests testing prompts and verifying information with external or multiple queries to ensure accuracy
Q20,"When you get content or analysis from an AI tool, how do you usually handle it?","Use it exactly as provided, no editing or checking",0,No verification: high risk of errors if AI output is contextually inaccurate,Best Practices when Using AI Outputs,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,"Advises reviewing AI-generated content carefully and expecting variability in outputs, emphasizing the need for verification"
Q20,"When you get content or analysis from an AI tool, how do you usually handle it?",Make minor edits for wording or clarity,2,Moderate maturity: some review of AI output but limited verification,Best Practices when Using AI Outputs,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,"Advises reviewing AI-generated content carefully and expecting variability in outputs, emphasizing the need for verification"
Q20,"When you get content or analysis from an AI tool, how do you usually handle it?","Treat it as a first draft: review carefully, correct errors, and tailor it",4,High maturity: uses AI as a starting point but ensures accuracy and context,Best Practices when Using AI Outputs,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,"Advises reviewing AI-generated content carefully and expecting variability in outputs, emphasizing the need for verification"
